Author,Comment,Published At,Likes
@ghostsofVTurbexSkysthelimitvid,One of my favorite Canadian Channels !!!,2024-10-26T08:34:42Z,0
@girishchhabria2597,Dustbin Trudeau,2024-10-26T08:06:35Z,1
@Zer0920,No Indian&#39;s will to hate Cannadians except for Justtinder and Kalistani separatists !!,2024-10-26T07:59:25Z,2
@DeepakPSH,I agree with all their comments except the part where there say Canada is insignificant. That is purely disrespectful. Every country is significant. I think the hate should be directed only towards Turd-eau and none else. Canadians are one of the most polite folks I&#39;ve met. But then I guess these remarks are purely made in the heat of the moment.,2024-10-26T07:31:08Z,0
@HotTakeInsight,"As an Indian myself really fell sad for Real Canadians, especially the national anthem just got destroyed , damn how can you people allow this Canadians wake up , are you still sleeping really ???",2024-10-26T05:25:39Z,1
@SunnyR-yi9te,mass immigration .Councillor says International students (Young girls )being prostituted for rent in Brampton.ontario.<br>justin t need to. resign<br><br>please make video on above  issue,2024-10-26T04:57:13Z,0
@B6C5D3,"Indian are genius, bharat diplomats are intelligent and overall Indians in every profession have made a name for their country  and themselves globally. Indians are peace loving and non violent and do not supoort Canadian terrorist.",2024-10-26T03:45:17Z,0
@arundeeptiwana,Who cares about state sponsored Indian media?,2024-10-26T03:23:07Z,0
@cray0308,Is Canada even a serious country? Bunch of imbeciles led by a clown,2024-10-26T02:53:36Z,1
@meemee329,"Canadian national anthem in Punjabi ( that too off tune) ,wow pure cringe",2024-10-25T21:51:29Z,0
@XD_Legacy_XD,Justinder singh turd 0😂😂,2024-10-25T21:47:55Z,0
@masalazilla9860,Canada waited too long Punjabi is already number one language in Canada followed by English and French at least in most populated cities like Vancouver and Toronto. Khalistan is bigger fish to fry than Punjabi in Canada,2024-10-25T20:25:46Z,0
@Kumar-24,He is Daniel. You should talk to him for a podcast.,2024-10-25T19:18:22Z,0
@flowdesigner,"There are hardly any supporters of Khalistan in Indian, even in the state of Punjab (Sikh&#39;s homeland) - you can simply walk-up to any Sikh in India (and Sikh&#39;s live not only in the state of Punjab - but all over India) and ask them.",2024-10-25T19:01:34Z,4
@sachinpuri108,1.4 Billion Indian🇮🇳 Hope for Canada&#39;s🇨🇦 Best Future ❤ Poilievre,2024-10-25T18:54:43Z,0
@ajaysrivastava7233,Trudeau wanted to win elections so bad that he started appleasing immigrants instead of canadians😂😂😂😊,2024-10-25T18:34:47Z,0
@Nikhil_Sahu_G,"As an Indian I Bet if Khalistan ever came into existence, it will be in North America, particularly on present day Canadian Soil. It shouldn&#39;t be happened though. <br><br>Indian Government sent more than 30 requests for extradition of 26 terrorist, but Canadian Government under Dustbin Truaedo didn&#39;t take any action.",2024-10-25T18:17:40Z,0
@yuyutsu4296,What is  the reason behind the food and house crises in canada?😏,2024-10-25T16:55:25Z,0
@rockysubu8384,Trudeu is a dangerous joker like rahul.khan gandhi .. both are dangerous for their country harmony and unity,2024-10-25T15:31:57Z,0
@daakudaddy5453,"At this point, someone from opposition should bring a No-Congidence Motion.",2024-10-25T15:14:01Z,0
@PKK-dj2vn,We too have baboons like Arya,2024-10-25T14:56:13Z,0
@RN.back7,5 blind 🦯 organisation is 🤡🤡🤡,2024-10-25T14:22:20Z,1
@TheTurtleSoldier18,"If Canada doesn&#39;t clean up these Khalistanis in the upcoming election, they are headed for a big disaster. We in India have already paid the price of not acting timely in many cases. So, this is coming from people who have experienced this first-hand. Take care of your country guys. Call a spade a spade, a criminal a criminal. Save your country. Wake up!!!!",2024-10-25T14:05:54Z,0
@pratikmore768,He just fallen for cia created propoganda of killing pannu using vaibhav singh he is puppet of usa,2024-10-25T13:10:49Z,0
@ironmancj,"if we visit it should be  because we want to experience canada but not to start another country there, wakeup canada. its been too late we sitting in india shouldnt be racially discriminated for your governments lack of action. we may not be a great country but when foreigners come visit us, we deal with it without complaining atleast",2024-10-25T13:06:51Z,0
@shivangikumari2530,Click bat contant I came to hear palki sharma part whose pic is been used in the thumbnail but the video did&#39;t had it😢😢,2024-10-25T12:57:57Z,0
@dilipjeevan9945,"It&#39;s not just India, he is damaging Canada itself by colluding with Khalistani and Chinese. That&#39;s worst combo that can bring Canada to level of Pakistan.",2024-10-25T12:05:47Z,0
@vishalsnayak,Dear Canada you have been invaded. The doors of the fort has been opened and enemies let in from the inside by a traitor named Trudeau.,2024-10-25T11:29:26Z,0
@i_garvita,south indian tried to be a canadian be like<br>:::: A clown,2024-10-25T11:08:27Z,0
@vp6750,"I mean, you‘ve got to admit, Trudeau has skill. He singlehandedly managed to bring together the Communists, pseudo-liberals, liberals, conservatives and right wing parties of India into one page. All he had to do was open his big mouth. Now, that’s some wonder shtick he got there.<br><br>The Indian govt has repeatedly (for the last thirty years) warned Canada to act against Khalistani terrorists and organised crime gangs. Instead, they‘ve been getting asylum by boldly lying and using Canada‘s lax immigration laws to their advantage.",2024-10-25T08:48:30Z,0
@amritadattaghosh6938,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=15"">0:15</a> <a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=16"">0:16</a>",2024-10-25T07:14:43Z,0
@amitpratap7551,"Canadian National Anthem in Punjabi? Let me guess, Canadian-Khalistanis! Bloody hell. I am an Indian Punjabi and it is despicable!  Migrants need to assimilate or ship out.",2024-10-25T05:45:16Z,0
@amitpratap7551,Love your happy face and infectious smile mate 😊,2024-10-25T05:22:26Z,0
@himanshu-ol7wq,"You are sheltering anti Indian sentiment in your country ,let alone you are supporting and funding them for your party benefit, we have given you the names of people involved but you are telling us it&#39;s the right of democracy you should be ashamed,what if we do the same in our country ,raising anti canadian will you think it okay?",2024-10-25T04:42:42Z,0
@ish2222,Chandra Arya just proved that there are liberals dumber than Justin and Jagmeet,2024-10-25T04:25:20Z,0
@ekinathkhedekar4248,"What’s pop laity? Seriously, you gender Canadians are taking trash from all the countries, including that stupid liberal MP really an elected MP? He won’t win a village election in India.",2024-10-25T04:22:58Z,0
@TradingwithAnxiety,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=766"">12:46</a>  Let me get credit first bruh 🤣🤣🤣",2024-10-25T02:35:53Z,0
@als2cents679,They were singing the Khalistani National Anthem. Better eject these folks or get used to it and get ready for Khalistan being formed out of Canadian soil.,2024-10-25T02:07:40Z,0
@divineeyes2355,"The Uber drivers in Canada are 99% muslims. They are mostly from Pakistan, Afghanistan, Bangladesh,Sri Lanka etc",2024-10-25T02:04:12Z,0
@divineeyes2355,Moose on the loose: please refer to Republic India news channel also . You will find some interesting comments about Trudeau 😂,2024-10-25T01:59:20Z,0
@andzzthegreat,Bro Punjabi is also spoken in Pakistan and I’m pretty sure most of those taxi drivers were Pakistanis or khalistanis.,2024-10-25T01:54:59Z,0
@jatinderbirsingh7641,India is at rock bottom in press freedom... Nobody listens or believes in the Indian electronic media that you are showing.... They are all just mouthpieces of the ruling party building their narrative... Good for fun... Indian media is more about entertainment than news....,2024-10-25T01:24:20Z,0
@rokz999,Soon canada will become KHALIDA😂.. Canadians will become KHALIDIANS 🎉🎉..  yellow flag.. will be KHALIDA&#39;s national flag.. 😂😂😂 . You CANADIANS.... Please wake up.. you will become sister country of Fakistan 😂😂,2024-10-25T01:01:35Z,0
@gamestick8758,i wish trudeau comeback in upcoming election and continue ruining canada,2024-10-24T23:32:08Z,0
@hereforyourhappiness7460,"That Canadian PM is an abuser, he is an ex teacher where he molested a female student... he left his teaching in the middle of the semester and thn joined politics",2024-10-24T19:40:56Z,0
@sreajan,"This Trudeau &quot;Preacher of Free Speech&quot; who accuses India of killing a Candian Citizen on Canadian Soil proudly hosts killers of Sheikh Mujhibur Rehman and his family , who was the founding father of Bangladesh!",2024-10-24T19:17:49Z,0
@vikaskapse4114,Indian food is spicy and also the language 😂😂😂,2024-10-24T19:17:21Z,0
@RealEvangelizer,The natives are dancing in their graves. I don’t feel sorry for Canadians.,2024-10-24T18:03:59Z,0
@parthasen699,Canada you got Trudeau and here in India we have Rahul Gandhi 😂,2024-10-24T16:54:58Z,0
@piyushjhayt,We got Canadian National anthem in punjabi before GTA 6 😆😆😆,2024-10-24T16:53:47Z,0
@parthasen699,These are not khalistani terrorist they are Canadian terrorist as they possess Canadian passport,2024-10-24T16:45:28Z,0
@doki1146,Every time Indian talk about independence Québec<br>We just want normal canadians to understand 🫠 what problems trudeau is making for us,2024-10-24T16:37:36Z,0
@dibyendudhara1,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1765"">29:25</a> : you are just like Trudeau ; anything happening bad in canada is because of India!!! You can identify driver his/her nationality just by looking at the burning car!!! <br>How hilarious 😂😂<br><br>Show me the proof? <br><br>I am sure you will say just like your moron PM— “don’t you trust me!!! Just trust me!!! Because I am white &amp; handsome!!”",2024-10-24T16:24:44Z,0
@kumarabhishek5652,"Many people here in india wants the substance Trudeau is taking to be high.<br><br>On a serious note, canada has given great minds like many AI researchers who are leading the AI revolution and people like jordan peterson.<br>Its quiet surprising to see a crook person leading the nation with support of khalistanis, woke and bootlicking people.<br><br>Get rid of him asap.",2024-10-24T16:09:25Z,0
@sumitbadiger88,Justin means dustbin Trudeau. <br><br>He is a enemy of Canadian people,2024-10-24T16:09:03Z,0
@dibyendudhara1,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1057"">17:37</a> No mr, who ever you are..those so called ‘khalistanis’ are either convicted/wanted under Indian law; many of them traveled to canada with fake documents and got canadian citizenship. <br>Take the fact very clear … there is no ‘khalistan’ so those are not  khalistani. Those people are canadian citizens so those are canadian terrorists; living in canada and propagating violence and terrorism to other country.",2024-10-24T16:06:53Z,0
@abhishekpro1,"<a href=""https://www.youtube.com/watch?v=nCTKgzlr7T0"">https://www.youtube.com/watch?v=nCTKgzlr7T0</a>",2024-10-24T14:31:40Z,0
@demongamer3745,"may god  save canada from trudeu 🙏, india x canada trade relation  have been so fair , we almost have equal imports and exports with canada, equally  beneficial  for both nations, but this man  just dont like   fairness , except for his fair skin tone",2024-10-24T13:59:34Z,1
@triptisharma6692,New to your channel and absolutely loving it❤,2024-10-24T13:21:42Z,0
@BoundlessTruths,"Let anyone rule India, rightwing, leftwing, moderates, When it comes to international issues, we all stand behind our government.  <a href=""http://www.youtube.com/results?search_query=%23trudeaudimwit"">#TrudeauDimWit</a>",2024-10-24T13:05:36Z,0
