Author,Comment,Published At,Likes
@sewak1462,Where is firstpost coverage?,2024-10-18T06:08:04Z,0
@sunilaraganji1466,I dont think even conservatives can repair the relationship. Why?<br>Khalisthani&#39;s have infiltrated the party.😂,2024-10-18T06:08:01Z,0
@mayful444,<b>I don&#39;t think you Canadians realize... how close you&#39;re to turning into khalistan.... if you continue to vote for and support Trudeau.... stand up for your country.... take charge.... and throw this buffoon PM of yours into jail... where he belongs</b>,2024-10-18T06:05:57Z,0
@techregionone,Justinder trumping,2024-10-18T06:04:49Z,0
@lets_discuss5352,Would you say many countries tolerate Canada because it&#39;s considered the little brother of the big bully across the Southern border?,2024-10-18T06:02:59Z,0
@lets_discuss5352,"You&#39;re right, Chandra Arya is liberally stupid, a sycophant, and a bootlicker.",2024-10-18T06:00:16Z,0
@Human92110,Jagmeet Singh look like TALIBAN,2024-10-18T05:58:44Z,0
@daphnedevine,IMAGINE being his kids 😔.  They need a lifetime of therapy JUST for being! Man I feel for them. Even more than I do us some days. I said SOME days! 😅,2024-10-18T05:53:43Z,0
@abinashdehury123,"Trudeau is saying i had no hard proof but india should co-operate, i mean he takes the phrase &quot;trust me bro&quot; to next level, while allowing extemesisom in canada.😂😂😅",2024-10-18T05:52:59Z,71
@omkardhange2310,"<a href=""https://www.youtube.com/watch?v=YsfjJ7jeg60"">https://youtu.be/YsfjJ7jeg60</a><br><br> They r comming after Indian news channels..",2024-10-18T05:46:09Z,0
@dasbidrohi,South Indian accent .. the bootlicker,2024-10-18T05:44:19Z,0
@vjrc2002,"I agree, immigrants should respect and integrate with the host country, language and culture and not change it .... Canadians should remember the change you are seeing is because of what senior Trudeau did in 1980 - 90 ... Wait for your kids to bear the change that is going to come because of the mess that Just-Out Trudeau has created ... You elected a joker just to let him turn your country into a circus ...",2024-10-18T05:42:38Z,0
@tusharbadaliya9095,"A country that cannot do justice to its national anthem is doomed to fail...at least Afghanistan never dared to do this, lmao.",2024-10-18T05:38:28Z,0
@SubhashishBagchi,National anthem of Canada is sung is Punjabi is truly hilarious. In India we have 22 official languages but here National anthem is never sung in other language rather than  it&#39;s original form. This is considered as disrespect of national anthem. Canadian people should launch protest against it.,2024-10-18T05:37:13Z,0
@quid_pro_quobudha1656,You shouldn&#39;t be laughing when indian tells next Khalistan will be in Canada. I mean its serious issue. Canada is providing shelter to them but remember they are snakes and snakes bites everyone.,2024-10-18T05:33:00Z,0
@SandipHore-r2v,Khalistanis destroying  Canada,2024-10-18T05:32:16Z,0
@Vsraja-um1ri,Mr Arya is just protecting Mr Trudeau without conviction,2024-10-18T05:31:43Z,0
@Vsraja-um1ri,Thanks a lot Mr David for your honest broadcast,2024-10-18T05:19:26Z,0
@urohoo88,Canadians need to understand that “Khalistan” is just a fake front for bringing in Illiterate unskilled asylum seekers into Canada. None of them are going back.<br>Say that Sikhs are persecuted in India seek asylum in Canada… True Sikhs never beg.,2024-10-18T05:15:20Z,0
@anujm.sc.4485,India canada relationship is very good but one person foolishness try to distroy the Good relationship 🇮🇳 ❤️canada,2024-10-18T05:10:32Z,0
@Karadilife,Canada will soon have situation that Pakistan is going thru... A thriving Terror Economy.,2024-10-18T05:04:39Z,0
@340ACP,"Sounds to me like a guy who’s desperately trying to save his cozy government job as are so many other politicians who could not a job flipping burgers at McD, so pathetic",2024-10-18T05:02:28Z,0
@antonpasternak-gw4dk,Dictator !!!!,2024-10-18T04:59:02Z,0
@HiralalDhanuka-yf6mj,Poor Canadian Pappu. His political career near end.,2024-10-18T04:53:29Z,0
@rajmohan5614,"<a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1497"">24:57</a>all brown skins are not indians😂😂",2024-10-18T04:52:53Z,0
@wheathusk2499,Chandra Arya is embarrassing. He gets attacked by the Khalistanis who are in cahoots with Jagmeet and then he competes in a booty cleaning contest for people who are bullying him wow.,2024-10-18T04:51:36Z,0
@vinceferraccioli4661,"English should be the official language. Forget about everything else.<br>My grandfather be rolling around his grave, too",2024-10-18T04:47:24Z,0
@ThePalash00,Trudeau is a despicable dirty incompetent foolish Crime minister here in Canada. This traitor must be punished for his destruction of our nation.,2024-10-18T04:45:30Z,0
@KB_2341,"😂😂 Bro i lost it here <a href=""https://www.youtube.com/watch?v=6yScHCqAKp0&amp;t=1534"">25:34</a> Seriously Dude",2024-10-18T04:40:53Z,2
@tuna22lm,"The wolves are waiting to be fed, i had huskies and every night at their dinner time they would do that or could always get them going just by starting to howll and then they would join in on the music, it was fun to get them going 😆",2024-10-18T04:38:41Z,0
@wheathusk2499,"This is why they speak bad about Indians and their government because they do not mince their words, directness and honesty is a part of the culture. Very difficult to be contained by wef talking points. 😂 They won&#39;t follow the script",2024-10-18T04:37:54Z,0
@i_am_sub,I am not even indian or canadian it&#39;s was fun to watch  two countries bashing one leader who destroyed a years of relationship in min 😂,2024-10-18T04:37:27Z,0
@HiralalDhanuka-yf6mj,Is Trudeau Narcotic Addict ???,2024-10-18T04:32:46Z,0
@tamiluschinski1411,I am surprised there arent more accidrnts after the jabs on the new overpasses! I feel like a freaking mouse in a maze!!,2024-10-18T04:31:19Z,0
@Coreworld_,Sava canada from worst pm trudeau.,2024-10-18T04:31:05Z,1
@WellingtonSmith-d3v,Trudope is that 10 year old that is lashing out at everyone to protect his own arse..,2024-10-18T04:29:32Z,0
@tamiluschinski1411,In Canada you use English or French period!!,2024-10-18T04:28:02Z,0
@tamiluschinski1411,Show more Indian news!!!,2024-10-18T04:25:20Z,0
@indersaggar6632,😊,2024-10-18T04:23:08Z,0
@tamiluschinski1411,Indian news is awesome! Lmao,2024-10-18T04:22:52Z,0
@sandeepkumarjangir028,I haven&#39;t seen this dumb prime minister.<br>No hate for candian people.,2024-10-18T04:12:36Z,2
@tamiluschinski1411,Trudeau always sounds like a constipated narcissist .,2024-10-18T04:08:09Z,0
@tuna22lm,😮He is definitely rea😅ding that.,2024-10-18T04:06:52Z,0
@ttgautam21,Canadian media has switched off comments Bcoz Indians are trolling ur media 😂…  how da faq u elect a clown.,2024-10-18T04:06:52Z,0
@suemcrobertshawirko8505,And when Trudeau is in jail then disband the RCMP they are as corrupt as Trudeau!,2024-10-18T04:04:18Z,0
@ttgautam21,Canada Govt files a case against Indian media… so much for Trudeau’s freedom of speech..,2024-10-18T04:00:50Z,0
@gmill0188,Liberals are done 😂<br>Kudos to the Indian Government for speaking the truth about our corrupt &quot;leader&quot;. 👏,2024-10-18T03:57:29Z,263
@rajatsahu7697,It’s not Canada vs India its India vs dustbin trude and his wife hugmit singh,2024-10-18T03:55:15Z,993
@josephrobi6806,Remember those voters in 2015 majority government Trudeau and now Trudeau cannot be removed. 3 elections already and Trudeau still there and next year october 2025 there will be no election but martial law instead 😢. Say thanks to those 2015 voters. 😅,2024-10-18T03:51:49Z,1
@vidhushekhar17,Mr. Trudeau is smoking things imported from Pakistan.,2024-10-18T03:51:40Z,0
@niketamin2917,"With regards to those Uber drivers, let me tell you something. To keep Indian Government in check, Justin brought gangsters, drug cartels and criminals as STUDENTS. He thought he will use them against India. He fasttracked their Visa applications and approved them within days compared to months for a normal STUDY PERMIT applications. But, now these guys are hurting Canada. India warned the Government of Canada about these elements, but to get Jagmeet by his side, he ignored those warnings.",2024-10-18T03:50:06Z,0
@KillingTrust,Yea I’ll trust the Sikh bros on this one 💪🇨🇦,2024-10-18T03:46:44Z,0
@FernComeau-y9n,I love moose on the loose. Keep up your good work. 😊,2024-10-18T03:41:13Z,0
@dogmaticagnostic7716,"Fascinating. White-wing Canadians are okay with Indian thugs killing and extorting Canadians, in Canada, because they think this makes Trudeau look worse. Traitors... all of you.",2024-10-18T03:40:43Z,0
@angelhunterwolf3384,I know many spooks 👻🌎🌍 😔,2024-10-18T03:39:44Z,0
@angelhunterwolf3384,Am sorry 😔,2024-10-18T03:38:41Z,0
@angelhunterwolf3384,You can see 👀 little brother 🔥💯,2024-10-18T03:38:09Z,0
@FernComeau-y9n,I love the Indians they call it like it is. Sad us Canadians are living thru Trudeau’s SS.,2024-10-18T03:36:51Z,6
@Ironpumper,"I’ve watched you for a while. I have to say you’ve hit your stride. As a centrist leaning right, I always look for balanced reports. I appreciate your videos and what you are contributing to this great Nation. Thank you truly.",2024-10-18T03:35:26Z,0
@sandeepbajaj3097,"I native of India, live in Vancouver, feel ashamed listening MP from Ontario Mr Chandra … also an Indian origin",2024-10-18T03:35:18Z,6
@rhood123,"If Canada brings in all the criminals what do you expect ? India has been warning about the Visa scandals that is happening in Canada. How come terrorists get PRs just like it. Again, get ready for Shariya law or Khalistan soon.",2024-10-18T03:35:17Z,0
@peregrinehiker7851,This is new India. The whole of India as one is behind the GOI. India won&#39;t take any more nonsense. Those days are gone!,2024-10-18T03:29:51Z,1
@FernComeau-y9n,That liberal mp is definatly a person not to vote for. Trudeau has done nothing for Canadians.,2024-10-18T03:28:24Z,0
@pradipkumarmishra9214,Jugmeet should decide whether he is a Canadian or a Khalistani Or Khalistani Canadian. 😂😂,2024-10-18T03:27:08Z,0
@vidhushekhar17,LOVE FROM INDIA.<br>JUST SUBSCRIBED.<br>SHARING WITH FRIENDS AND RELATIVES.<br>🥰🥰🥰,2024-10-18T03:26:23Z,0
@Ironpumper,I’m so disgusted on where he led this Country. Yet Ontario and Quebec will always vote liberal.,2024-10-18T03:24:26Z,1
@david_fl507,"who TF okay&#39;d inserting a foreign language into our english/french national anthem?  a liberal, i bet.",2024-10-18T03:24:08Z,0
@fattitty3881,This ishhhh is not right we want our national anthem to be in English,2024-10-18T03:24:03Z,0
@fattitty3881,"Wtf how can they put a India anthem in Canada holy, who ever did this needs to get fired",2024-10-18T03:23:37Z,1
@jaiwantyler,blocking roads is only illegal if Canadians do it not trudopes voter base sane Canadians will never vote for him or sing,2024-10-18T03:22:22Z,0
@FernComeau-y9n,We thank India for telling the truth about Trudeau and jagmeet. We feel the same.,2024-10-18T03:22:18Z,215
@shantanushekharsjunerft9783,India will rapidly build relations with Canada once Poilievre takes office. Trudeau couldn’t give a damn about trade and people’s livelihoods. He just cares about staying in power,2024-10-18T03:20:15Z,0
@lossforwords888,Canada has become zombieland with the legalized drugs and woke mind virus. I see zombies everywhere.,2024-10-18T03:20:14Z,0
@devinmasson8507,"And also what a ridiculous interview.  Trudeau is unpopular because he is trying to force WEF will on the citizens of Canada, instead of implementing the will of the people.  <br><br>COVID money printing caused inflation.  And mass immigration was coordinated in order to avert &quot;recession&quot; as per Marc Miller interview with Vassy.  <br><br>One third of Canadians are renters.  Liberals have tens of thousands of economic advisors.  Liberals knew full well the hardship mass immigration would cause to renters or anyone seeking health care.  <br><br>If Vassy gets pulled as host of power play Canadians will lose their minds.  Please confirm if that&#39;s what&#39;s happening on next show david",2024-10-18T03:16:02Z,0
@jaiwantyler,India support Alberta to separate from trudopes canada,2024-10-18T03:15:56Z,0
@CBS_official,You should listen to first Post news 😂,2024-10-18T03:14:24Z,0
@ak2790-k6o,Canada’s New Super Hero- An Interpole Designed Terrorist!!! Canada is a joke,2024-10-18T03:12:41Z,0
@devinmasson8507,"Who is this $#@&amp;! Hosting power play instead of Vassy!?<br><br>Most respect to Vassy.  Is this not her show?  <br><br>If they pull Vassy off her show for holding the NDP/liberals accountable, we will full on revolt",2024-10-18T03:12:33Z,0
@jaiwantyler,Guess the ones who want him to stay don&#39;t qualify for their pensions yet need more time like sing,2024-10-18T03:10:42Z,0
@tuhinpaul22286,"Canada, the land led by a Fabianist Ultra Communist Idiot, controlled by Committe of 300",2024-10-18T03:09:22Z,1
@kenhinds7261,"When Pierre wins the election, Turdeau needs to be prosecuted for treason and be sent to prison along with his cabinet.",2024-10-18T03:08:32Z,1
@zachariajames2385,Trudeau to cover up his own mess is blaming India. He is the worst prime minister of Canada,2024-10-18T03:08:09Z,1
@karenrobertson1673,Roasting Trudeau is even funnier with an Indian accent.😂😂😂,2024-10-18T03:07:25Z,981
@kumarshubham6475,Classless Trudeau always high 😂😂<br>G20 dinner ❎<br>Drugs ✅,2024-10-18T03:05:17Z,84
@Upgraydez,"That&#39;s the problem with immigrants. They may not be able to bring their possessions, clothes, or even their family members, but the one thing they always, ALWAYS, come with is their problems.",2024-10-18T03:03:47Z,2
@shebakoby,man i was gonna guess Mark Gerritsen or Kevin Lamoreaux as the stupidest L.,2024-10-18T02:58:03Z,1
@cmpaintball131,You do see jets flying around in canada I live by cfb Trenton and jets are a common thing,2024-10-18T02:56:43Z,0
@racerguy6979,Well to be honest.  I’m from Ontario and when you go to Toronto or area the majority is Indian.  I’m not exaggerating if you see a white guy it’s like heyyyy buddy how are you lol.  I bet no it’s 90 percent now.,2024-10-18T02:44:29Z,2
@Libertarian370,Obviously the liberal mp defending trudeau has something to hide when polliver takes over hes done,2024-10-18T02:43:54Z,1
@evhvariac2,TURDS is TOAST,2024-10-18T02:43:38Z,0
@LZed-g4k,TeamMooseOnTheLoose <br>TeamPPforPM <br>Smash 👍 Please and Thanks 😊 <br>Time For A Change<br>Overdue <br>Long overdue <br>Seriously!,2024-10-18T02:41:51Z,0
@MrRk540,My Friend where do you think those uber blockers come from and who do you think they support? Punjab and Khalistanis. Enjoy your Import.,2024-10-18T02:41:45Z,1
@arthurdavis1084,"This guy is from india in canadian  cabinet , this is not india its canada everything trudeay does ,do nothin̈g for canadians.",2024-10-18T02:41:18Z,1
@littlestar5737,Chandra Arya is not liberal. He is moron.,2024-10-18T02:40:15Z,2
@KemchoCanada,What if Chandra Arya is the main person who started the Trudeau out signing sheet and using this to clean his slate.,2024-10-18T02:39:57Z,0
@craig0077,"If Quebec would&#39;ve separated from Canada in the 90&#39;s, the rest of the country would&#39;ve been much better off...but Quebec always just cries wolf, and only wants to spew threats of separation. Why would they ever separate when they receive billions of dollars from the west from transfer payments....Quebec makes me sick.<br>The provinces that really should separate from Canada are Alberta and Saskatchewan.",2024-10-18T02:33:17Z,0
@johnlandry1393,I think they are all on cocaine!,2024-10-18T02:30:49Z,0
@margorenaud5906,This guy must be sharing trudeau&#39;s  street candy,2024-10-18T02:30:39Z,1
@chandrashivpuri1224,"You guys will learn when these Terrorists, Drug and Gun Traffickers take over your Country. Their gangs are destroying Canada with The help of “International Pappu”( Justout Treadeu)!",2024-10-18T02:27:07Z,2
@DianneLarouche,"I agree David.  I think that countries that are still doing well economically after the pandemic should be regularly listed in Question Period, when that excuse is brought up.",2024-10-18T02:25:00Z,0
@treedweezle,"Translator pls for MP Arya !<br>Oh, nvm it’s delusional gibberish🐂💩",2024-10-18T02:24:43Z,0
@diggzee,"If anyone thought NAFTA was going away, they were smoking too much of the devils lettuce.",2024-10-18T02:23:01Z,0
@03raj,"Trudeau said,&quot;Canadian citizen security is in risk means khalistani terrorist,<br>Canadian citizen=khalistani radicals<br>Canada=khalistan<br>Average Canadian,&quot;who is that guy&quot;",2024-10-18T02:05:58Z,0
@HimanshuSingh-lx7pp,Trudeau u take your democracy..and go to space..then your democracy perfect work😂,2024-10-18T02:05:32Z,1
@03raj,"Trudeau joker statement,trust me bro.Are you prime minister shame on you, childish behaviour",2024-10-18T02:03:15Z,0
@core7979,"Oh, you are reading the comments on the video!! Great, many canadian news media apparently never read the comments on their clips.",2024-10-18T02:00:59Z,0
@bernhardhiebert2597,"It just shows the Indian people do not appreciate living in this great country, many Canadians do not like the current PM.",2024-10-18T01:59:21Z,0
@Whispers_Of_The_Moon,"As an Indian (non-Punjabi, living in Canada temporarily), I find it deeply disrespectful and unacceptable for the Canadian national anthem to be sung in Punjabi or any language other than the official ones. This recent Uber driver protest feels like another instance of a growing attempt to impose a regional identity on a national stage. It’s concerning to see these movements, which seem aligned with Khalistani separatist sentiments, influencing public spaces.<br><br>I say this with some hesitation, knowing there’s always a fear of being disliked or targeted as an Indian immigrant in Canada. However, I genuinely believe Canadians need to act to preserve the unity and identity of their country before such divisive ideologies take deeper root.",2024-10-18T01:58:20Z,122
@myopinio-m6w,Let’s send JT to India until he patches up the relationship between countries. It could take a lifetime but we are ok with that …😹😹😹,2024-10-18T01:51:11Z,15
@phuzzywuzzyabear,Wow you dont know anything about those foriegners and you laugh like a hyena at their demeaning speech about your country&#39;s diplomat. This makes your day. You&#39;re cooked.,2024-10-18T01:47:15Z,0
@dt9094,"I agree with your statement David, English french😅",2024-10-18T01:46:04Z,0
@dt9094,I agree with this Indian reporter 🇨🇦👍👍,2024-10-18T01:45:17Z,2
@adambutler4237,What about Justin’s socks!!<br><br>I also heard licking the boots of our leaders is good for our souls.,2024-10-18T01:41:51Z,0
@bernhardhiebert2597,Create a scandal to cover up another scandal that was used to cover up another scandal.,2024-10-18T01:40:26Z,1
@treeberry4,Did they just change Canadian National Anthem in another language??? How in the world is that even allowed? And I am not a Canadian!!,2024-10-18T01:39:48Z,51
@gastonpatel4526,What a fucking surprise!  An Indian supporting Trudeau lol.,2024-10-18T01:39:07Z,0
@claytronic636,There is not one policy that was made to help Canadians. Every policy is to undermined Canadians! 😠,2024-10-18T01:37:45Z,5
@dt9094,I agree with this Indian reporter 🇨🇦👍,2024-10-18T01:37:09Z,3
@sharronsheppard6920,louse interview the room sounds very empty,2024-10-18T01:34:37Z,0
@sanctimoniousgangsta4104,Dusbin toadeau so full of shit his eyes are brown,2024-10-18T01:31:22Z,0
@russelnash1690,"I don’t understand why the Indian news is going so easy on our illustrious retar… er, leader. (I’m using the term leader uncapilized and extremely loosely.)",2024-10-18T01:31:22Z,0
@prof_sceptic,"Chandra Arya is an Embarrassment to Indians <br>Jagmeet KhalSatanists are disowned by Indians<br><br>Suckers !!!<br><br>This chap Arya - looked him up<br><br>He did his M.B.A from Kousali Institute of Management Studies, Dharwad which is affiliated with Karnataka University, Dharwad.[2] In 2006, Arya immigrated to Canada. 🤣🤣🤣<br><br>In India - that earns NO RESPECT <br><br>IIM - Indian Institute of Management s <br>Calcutta  for Finance <br><br>Bangalore for Operations Research <br><br>Xavier Institute of Management S  <br><br>After that a few more <br><br>Kausali does not figure",2024-10-18T01:27:12Z,0
@astha1313,It’s time about to DUMP the CHUMP😂,2024-10-18T01:18:07Z,0
@Richiesrant,Another Liberal distraction plan backfires.,2024-10-18T01:17:19Z,1
@randyhiusser4581,Not the Dumbest  we have Bryan May in Cambridge Ontario.,2024-10-18T01:16:48Z,2
@a.jlondon9039,I am not impressed by India. When I go to Indian news channels and read the comments they really insult our country and the people.  Many express their hate for Canada.,2024-10-18T01:14:48Z,0
@DreamWeaverSoul,Love East Indian food and have known many and have no problem with the people.  Any issues are always caused the the leaders of the countries.,2024-10-18T01:10:46Z,0
@johnsefton9831,Can we make a rule: born and raised in country requirement for politicians,2024-10-18T01:05:25Z,10
@Sam-lh4qe,Arya guy is clueless!,2024-10-18T01:02:53Z,1
@RayMacIsaac,"Totally wrong , What a  fool , Canadians dont want their money stolen , Canada people dont and will not vote liberal .",2024-10-18T01:01:28Z,0
@beulahhillier8974,Watching from Alberta on the replay,2024-10-18T01:01:20Z,0
@Chaash-0,"Jagmeet is running the country, not trudeau. God save canada",2024-10-18T00:57:53Z,0
@lutzklaar6496,Keep up the good work David! I love your sense of humour!,2024-10-18T00:46:36Z,0
@brucerobinson7488,LET&#39;S HOPE AND PRAY THAT INDIA REMOVES JUSTIN TRUDEAU PERMANENTLY 🎉❤,2024-10-18T00:32:14Z,0
@paulrobicheau9721,"The two official languages of Canada are English than French, not Punjabi or any other language and by the way hockey was invented in Nova Scotia Canada look it up",2024-10-18T00:26:28Z,1
@armandoalcaraz2136,Why are we importing problems? 25 years in Canada and never crossed my head to ask a Canadian government to fix the criminality issues in Mexico... maybe I&#39;m dense but just can&#39;t point to a rationale.,2024-10-18T00:26:23Z,2
@paulrobicheau9721,What the fuck is that? I’m a vet and I’m very offended.,2024-10-18T00:25:21Z,0
@enfredlindstrom6763,hows this guy a mp and dont speak ebglish good ?? is he a spy ?,2024-10-18T00:25:14Z,0
@enfredlindstrom6763,"we know there&#39;s 11 traitors , could it be the bloc and ndp leaders ?",2024-10-18T00:24:41Z,0
@paulrobicheau9721,"If we are such an insignificant country, why are the Indians moving here? I don’t agree with that lady.",2024-10-18T00:21:51Z,0
@barbaramuszik9360,This idiot must be smoking with Trudy!! Blabbing about nothing!! Trudy has done NOTHING for this country but is stealing taxpayers money!!!!🤮,2024-10-18T00:20:53Z,0
@paulrobicheau9721,"And now we know through his DNA apparently they must’ve got some DNA from him. Well, he was in their country just saying.",2024-10-18T00:20:42Z,0
@enfredlindstrom6763,justina cant keep quit hes going to make it that teh whoel world hates him .. if i was him step down u clown ??,2024-10-18T00:12:37Z,0
@paulrobicheau9721,Their story I didn’t catch that a story is like a fairytale,2024-10-18T00:10:15Z,0
@enfredlindstrom6763,"the ndp liberals , do not speak for canadains at all .. hope the world  Under stands that ?.",2024-10-18T00:07:37Z,0
@paulrobicheau9721,"I apologize, but I’m gonna say the truth I didn’t understand and he said can we have a translator?",2024-10-18T00:06:10Z,0
@enfredlindstrom6763,"Rcmp used to have honor... I heard more then half of them, are from indai now ???",2024-10-18T00:05:03Z,0
@paulrobicheau9721,"I truly hope that Trudeau does not step aside. I want an election and I want him elected out by the majority of Canada so he can be humiliated to the whole world the way he’s been humiliating us since he’s been in office oh and as per normal, we want our money back.",2024-10-18T00:04:44Z,3
@enfredlindstrom6763,"we canadains need  to make it so.. no one is in our goverment is not born in canada ....we dont need traitors or spys like that ndp leader in out gov all ?? we need to deport, jag Sing to india ?.. the ndp liberals, planed on letting in 50 million from india so they could all vote. for the ndp liberal,  was the plan  all ????",2024-10-18T00:04:20Z,1
@thomasjaschke123,Who cares what the Indians think you can take back the ones that you sent here,2024-10-18T00:04:00Z,0
@bhcy9895,That man is saying what others are thinking,2024-10-18T00:02:10Z,0
@starlone440,"This guy who says Trudeau not popular, he is a kiss ass and he has no idea of what he talking  about. The most dumbest guy ever. ✝️🇺🇸🇬🇧👏🙏🇨🇦🌎😘❤️",2024-10-18T00:00:53Z,0
@paulrobicheau9721,Oh my god this guy nailed it !!!,2024-10-17T23:59:44Z,3
@pixxz4737,Trudeau&#39;s  hips are bigger then mine sitting in that chair.,2024-10-17T23:55:37Z,0
@pixxz4737,Trudeau&#39;s  Davos NAFTA  destroyed all our manufacturers  jobs.,2024-10-17T23:50:46Z,0
@angelapasquariello8165,Idiot Communist corruption evil Trudeau,2024-10-17T23:45:16Z,0
@angelapasquariello8165,His damp stupid liberal,2024-10-17T23:43:09Z,0
@lalpremi,🤣🤣🤣,2024-10-17T23:37:40Z,0
@StinkyIndianStudent,"khalistani,pro palestine suporters,asylum seekers leave canada",2024-10-17T23:14:14Z,0
@yajrewop4672,&quot;Which world is he living in?&quot; haha haha,2024-10-17T23:09:01Z,0
@tubbyrob,"Not because of his performance.  Give me a break, Chandra Arya you are delusional.  All of Canada is done with the Liberal party",2024-10-17T22:47:02Z,0
@hugsycod1929,These guys have no idea that inflation being below 2% is a BAD thing. It means they&#39;ve dropped the ball in a MASSIVE way!,2024-10-17T22:46:06Z,0
@zdenekkazik8406,Was that moronic liberal in coma last 3 years.,2024-10-17T22:43:11Z,0
@lillygoulet2093,YUP STUPID IS (FREELAND) WHAT STUPID (TRUDEAU) DOES,2024-10-17T22:42:02Z,0
@RickRogers-w2r,Would be nice to be able to hear the speaker over your cakkle,2024-10-17T22:39:10Z,0
@ramagopalj5686,Canada always ditched by its selfish and less ambitious leaders who only care for their pensions and votes,2024-10-17T22:26:57Z,0
@infoTools09,"Justin : Modi is assassinating Canadian citizens <br>India : Khalistani terrorists are Canadians ? <br>Justin : You killed a Canadian <br>India : Prove it <br>Justin : Trust me bro.<br><br>This joker &quot;just out Trudeau&quot; is a universal joke. <br>We Indians don&#39;t hate Canada we love canadian people, we respect the native patriotic Canadian&#39;s but i have no respect for this joker",2024-10-17T22:26:26Z,0
@Meanstreak62,"Huh? Did I just enter a Quiki Mart?  Thank you very much, please come again.",2024-10-17T22:25:36Z,0
@The.only.one.that.matters.,This  guy is the same guy who says terrorists acts are ok to get your point across 🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔🤔. He was given that and was no born here,2024-10-17T22:08:28Z,0
@priyavaidya1117,His friend Jagmeet Sikh Khalistani destroyed him .,2024-10-17T22:01:34Z,0
@Jan-fx2ny,In the 70s we had no gangs,2024-10-17T22:00:40Z,1
@Jan-fx2ny,You cant even build homes in india,2024-10-17T21:58:48Z,0
@aaronwood161,"Referendum on Quebec, the rest of Canada can do better and we don&#39;t need the t3rr3rists. Sad that India doesn&#39;t know real Canadians.",2024-10-17T21:58:16Z,0
@djaybaker5877,i prayed to all 33 gods. please let an Indian give him a Winnipeg handshake,2024-10-17T21:55:40Z,0
@Leroy001,"Most driving instructors in Calgary are from India. I think they are passing these people when they shouldn&#39;t be. I think the Alberta Government needs to investigate these instructors. I saw one driver who got stuck in a bus trap a few years ago. The police arrived and were asking her why she entered the bus trap. :no English&quot; either she was playing stupid, or she should not have had a license. The officer points to the sign as says &quot;what does the sign say?&quot; No English! &quot;Than how did you get your license? you had to take the same test I did.&quot; No English! Needles to say she got a ticket, and he towed her car to impound.",2024-10-17T21:54:24Z,0
@eldutcho3576,Anyone miss Harper yet?,2024-10-17T21:54:06Z,0
@farmerrog3679,His motorcade in India was a golf cart  hahahahaha,2024-10-17T21:52:12Z,0
@Jan-fx2ny,We don&#39;t want any immigrants,2024-10-17T21:50:08Z,0
@6648rome,Dumb as a rock.,2024-10-17T21:47:38Z,0
@TerryGratto,"Canada is lost, I&#39;m 64 and I cry for our future. Being retired my month income will be about $2000/ month, shameful after working for over 40 years",2024-10-17T21:45:48Z,17
@cramkisson9709,"I am an immigrant of 45 years  from Guyana of Indian heritage . Always  voted Liberals but now I am a diehard  Conservative.  <br>We always voted Liberal because  we felt an obligation  to PE Trudeau for allowing us here . No more , been here for over 50years and has paid a lot in taxes without ever being on Govt. benefits except for receiving baby bonuses when my kids were little .<br>It is sad that Canada is becoming  a third world country similarly from a country  that I escaped from .",2024-10-17T21:44:48Z,116
@mikefoehr235,The day of reckoning is very very close now. The hammer is cocked and ready to strike,2024-10-17T21:44:05Z,0
@aaronwood161,"I guarantee that Conservatives could do all of those achievements Mr. Arya ran off 10x more efficiently. Guarantee a better NAFTA agreement, better trade relations, better economy, lower taxes to reduce need for childcare subsidies (which is a huge bureaucracy)...etc etc",2024-10-17T21:42:23Z,0
@JOELLEKelly-h4r,"Love watching you David,  keep up the good work ❤",2024-10-17T21:36:29Z,0
@ledacedar6253,"Thanks for this Moose. This is fantastic. Yup, he&#39;s absolutely right. &quot;This character...&quot;  &amp; &quot;female, another stupid lady-janitors are really important &#39;eh! Protect yourselves ...<br>Thank you to the Indian peoples helping us suffering good Canadian folks, suffering his corporal &amp; economic punishments; and so all the CBC, CTV, CNN Cable TV news addicts KNOW WTF is going on! and by god, we need this public attention to counter his brainwashing, gas lighting, state owner of RCMP, CBC, over 150+ unethical criminal acts by this CO2 Tax Extinctionist! FU Trudeau government.",2024-10-17T21:36:17Z,0
@aaronwood161,"Come on , of all my 23 years of voting, I have never voted Terdo, or Liberal/Green/NDP for that matter. I refuse to be lumped into the intellectual lightweight bucket.",2024-10-17T21:33:13Z,0
@ratan012,Love the way you present. You are very good,2024-10-17T21:32:54Z,1
@tomstibbs2977,Is ANY accident they pull a liberal east indian mp on the show to support Trudeau in that clip...wow..mothing happens by accident ESPECIALLY IN POLITICS,2024-10-17T21:32:48Z,0
@Vikm555,"My family&#39;s friends moved to Panama.  Improved their life, zero tax, no sex education to their child +",2024-10-17T21:32:25Z,1
@Kennymac8251,"The CF-18s were monitoring a convoy of 3 Foodland trucks. Military alerted by the Liberal run Privy Council, as a potential truckers revolt.",2024-10-17T21:21:46Z,0
@WBagay,none-confidence in Government reporting,2024-10-17T21:20:15Z,0
